Handle,Title,Body HTML,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,SEO Title,SEO Description,Status
multani-mitti,Multani Mitti,"<h2>Morganics Multani Mitti</h2><p>Morganics Multani Mitti is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is heritage use, careful selection and clear precaution guidance, with Pakistan-focused usage around traditional pantry routines, guided wellness use and specialist ingredient needs.</p><h3>Best Use Cases</h3><ul><li>Traditional pantry routine</li><li>Guided wellness use</li><li>Specialist ingredient needs</li></ul><h3>Why Customers Choose It</h3><ul><li>Heritage use</li><li>Careful selection</li><li>Clear precaution guidance</li></ul><h3>How to Use</h3><p>Use only in sensible quantities according to familiar traditional practice or professional guidance.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items",Botanicals,"Morganics, Botanicals",TRUE,Size,Premium Pack,MULT-200,999,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_33-multani-mitti.jpg,Multani Mitti - ملتانی مٹی | Morganics,Buy Multani Mitti Online in Pakistan | Morganics,"Shop Morganics Multani Mitti for traditional pantry routines, guided wellness use and specialist ingredient needs. Freshness-led packing, practical usage g",active
maghaz-badam-desi-gurbandi,Maghaz Badam Desi Gurbandi,"<h2>Morganics Maghaz Badam Desi Gurbandi</h2><p>Morganics Maghaz Badam Desi Gurbandi is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is naturally satisfying texture, family serving value and premium pantry appeal, with Pakistan-focused usage around clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting.</p><h3>Best Use Cases</h3><ul><li>Clean snacking</li><li>Tea-time serving</li><li>Breakfast bowls</li><li>Desserts</li><li>Premium gifting</li></ul><h3>Why Customers Choose It</h3><ul><li>Naturally satisfying texture</li><li>Family serving value</li><li>Premium pantry appeal</li></ul><h3>How to Use</h3><p>Use in tea, milk, breakfast bowls, desserts or cooking according to taste and dietary needs.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Contains tree nuts and may not suit customers with nut allergies. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds",Nuts,"Morganics, Nuts, Maghaz Badam Desi Gurbandi, مغز بادام دیسی گربندی",TRUE,Size,200g,ALM-GUR-250,1299,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_34-badam-giri-gurbandi.jpg,Maghaz Badam Desi Gurbandi - مغز بادام دیسی گربندی | Morganics,Buy Maghaz Badam Desi Gurbandi Online in Pakistan | Morganics,"Shop Morganics Maghaz Badam Desi Gurbandi for clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting. Freshness-led packing, pract",active
maghaz-badam-desi-gurbandi,,,,,,,,Size,500g,ALM-GUR-250-500G,3248,shopify,0,deny,manual,TRUE,FALSE,,,,,
maghaz-badam-desi-gurbandi,,,,,,,,Size,1kg,ALM-GUR-250-1KG,6495,shopify,0,deny,manual,TRUE,FALSE,,,,,
guggul,Guggul,"<h2>Morganics Guggul</h2><p>Morganics Guggul is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is cooling-drink relevance, texture utility and specialty ingredient value, with Pakistan-focused usage around summer drinks, desserts, texture-led recipes and traditional pantry use.</p><h3>Best Use Cases</h3><ul><li>Summer drinks</li><li>Desserts</li><li>Texture-led recipes</li><li>Traditional pantry use</li></ul><h3>Why Customers Choose It</h3><ul><li>Cooling-drink relevance</li><li>Texture utility</li><li>Specialty ingredient value</li></ul><h3>How to Use</h3><p>Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Prepare specialty gums correctly and start with small amounts. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items",Gums & Specialties,"Morganics, Gums & Specialties",TRUE,Size,Premium Pack,GUG-100,849,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_35-guggul.jpg,Guggul | Morganics,Buy Guggul Online in Pakistan | Morganics,"Shop Morganics Guggul for summer drinks, desserts, texture-led recipes and traditional pantry use. Freshness-led packing, practical usage guidance and safe",active
rosemary-leaves,Rosemary Leaves,"<h2>Morganics Rosemary Leaves</h2><p>Morganics Rosemary Leaves is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is aroma, traditional familiarity and practical kitchen use, with Pakistan-focused usage around tea, kitchen, aroma, traditional pantry and careful daily routines.</p><h3>Best Use Cases</h3><ul><li>Tea</li><li>Kitchen use</li><li>Aroma</li><li>Traditional pantry</li><li>Careful daily routine</li></ul><h3>Why Customers Choose It</h3><ul><li>Aroma-led pantry use</li><li>Traditional familiarity</li><li>Practical kitchen routine</li></ul><h3>How to Use</h3><p>Use in tea, milk, desserts, cooking or aroma-led recipes in small amounts according to taste.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Herbs may not suit every body; ask a qualified professional if pregnant, nursing, medicated or managing a condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Herbs & Spices",Herbs,"Morganics, Herbs",TRUE,Size,Premium Pack,ROS-50,849,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_36-rosemary-leaves.jpg,Rosemary Leaves - روزمیری | Morganics,Buy Rosemary Leaves Online in Pakistan | Morganics,"Shop Morganics Rosemary Leaves for tea, kitchen, aroma, traditional pantry and careful daily routines. Freshness-led packing, practical usage guidance and",active
bheray,Bheray,"<h2>Morganics Bheray</h2><p>Morganics Bheray is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is heritage use, careful selection and clear precaution guidance, with Pakistan-focused usage around traditional pantry routines, guided wellness use and specialist ingredient needs.</p><h3>Best Use Cases</h3><ul><li>Traditional pantry routine</li><li>Guided wellness use</li><li>Specialist ingredient needs</li></ul><h3>Why Customers Choose It</h3><ul><li>Heritage use</li><li>Careful selection</li><li>Clear precaution guidance</li></ul><h3>How to Use</h3><p>Use only in sensible quantities according to familiar traditional practice or professional guidance.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items",Botanicals,"Morganics, Botanicals",TRUE,Size,Premium Pack,BHER-100,999,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_37-bheray.jpg,Bheray | Morganics,Buy Bheray Online in Pakistan | Morganics,"Shop Morganics Bheray for traditional pantry routines, guided wellness use and specialist ingredient needs. Freshness-led packing, practical usage guidance",active
salab-punja,Salab Punja,"<h2>Morganics Salab Punja</h2><p>Morganics Salab Punja is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is heritage use, careful selection and clear precaution guidance, with Pakistan-focused usage around traditional pantry routines, guided wellness use and specialist ingredient needs.</p><h3>Best Use Cases</h3><ul><li>Traditional pantry routine</li><li>Guided wellness use</li><li>Specialist ingredient needs</li></ul><h3>Why Customers Choose It</h3><ul><li>Heritage use</li><li>Careful selection</li><li>Clear precaution guidance</li></ul><h3>How to Use</h3><p>Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items",Botanicals,"Morganics, Botanicals",TRUE,Size,Premium Pack,SALP-25,999,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_38-salab-punja.jpg,Salab Punja - ثعلب پنجہ | Morganics,Buy Salab Punja Online in Pakistan | Morganics,"Shop Morganics Salab Punja for traditional pantry routines, guided wellness use and specialist ingredient needs. Freshness-led packing, practical usage gui",active
quinoa,Quinoa,"<h2>Morganics Quinoa</h2><p>Morganics Quinoa is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is small-format pantry convenience, topping use and modern wellness routines, with Pakistan-focused usage around breakfast bowls, soaked drinks, salads, baking and clean snack portions.</p><h3>Best Use Cases</h3><ul><li>Breakfast bowls</li><li>Soaked drinks</li><li>Salads</li><li>Baking</li><li>Clean snack portions</li></ul><h3>Why Customers Choose It</h3><ul><li>Small-format pantry convenience</li><li>Topping use</li><li>Modern wellness routine</li></ul><h3>How to Use</h3><p>Sprinkle on bowls or salads, mix into yogurt or smoothies, or soak where the product is commonly used that way.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use moderate portions and drink enough water when using fiber-rich seeds. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds",Seeds,"Morganics, Seeds, Quinoa, کینوا",TRUE,Size,100g,QUIN-250,649,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_39-quinoa.jpg,Quinoa - کینوا | Morganics,Buy Quinoa Online in Pakistan | Morganics,"Shop Morganics Quinoa for breakfast bowls, soaked drinks, salads, baking and clean snack portions. Freshness-led packing, practical usage guidance and safe",active
quinoa,,,,,,,,Size,200g,QUIN-250-200G,1298,shopify,0,deny,manual,TRUE,FALSE,,,,,
quinoa,,,,,,,,Size,500g,QUIN-250-500G,3245,shopify,0,deny,manual,TRUE,FALSE,,,,,
kalonji,Kalonji,"<h2>Morganics Kalonji</h2><p>Morganics Kalonji is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is small-format pantry convenience, topping use and modern wellness routines, with Pakistan-focused usage around breakfast bowls, soaked drinks, salads, baking and clean snack portions.</p><h3>Best Use Cases</h3><ul><li>Breakfast bowls</li><li>Soaked drinks</li><li>Salads</li><li>Baking</li><li>Clean snack portions</li></ul><h3>Why Customers Choose It</h3><ul><li>Small-format pantry convenience</li><li>Topping use</li><li>Modern wellness routine</li></ul><h3>How to Use</h3><p>Sprinkle on bowls or salads, mix into yogurt or smoothies, or soak where the product is commonly used that way.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use moderate portions and drink enough water when using fiber-rich seeds. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds",Seeds,"Morganics, Seeds, Kalwanji, Kalwingi, Kalonji seeds, Black seed, Kalonji, کلونجی",TRUE,Size,100g,KAL-200,649,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_40-kalonji.jpg,Kalonji - کلونجی | Morganics,Buy Kalonji Online in Pakistan | Morganics,"Shop Morganics Kalonji for breakfast bowls, soaked drinks, salads, baking and clean snack portions. Freshness-led packing, practical usage guidance and saf",active
kalonji,,,,,,,,Size,200g,KAL-200-200G,1298,shopify,0,deny,manual,TRUE,FALSE,,,,,
kalonji,,,,,,,,Size,500g,KAL-200-500G,3245,shopify,0,deny,manual,TRUE,FALSE,,,,,
alsi,Alsi,"<h2>Morganics Alsi</h2><p>Morganics Alsi is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is small-format pantry convenience, topping use and modern wellness routines, with Pakistan-focused usage around breakfast bowls, soaked drinks, salads, baking and clean snack portions.</p><h3>Best Use Cases</h3><ul><li>Breakfast bowls</li><li>Soaked drinks</li><li>Salads</li><li>Baking</li><li>Clean snack portions</li></ul><h3>Why Customers Choose It</h3><ul><li>Small-format pantry convenience</li><li>Topping use</li><li>Modern wellness routine</li></ul><h3>How to Use</h3><p>Sprinkle on bowls or salads, mix into yogurt or smoothies, or soak where the product is commonly used that way.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use moderate portions and drink enough water when using fiber-rich seeds. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds",Seeds,"Morganics, Seeds, Alsi, السی",TRUE,Size,100g,ALSI-250,649,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_41-alsi.jpg,Alsi - السی | Morganics,Buy Alsi Online in Pakistan | Morganics,"Shop Morganics Alsi for breakfast bowls, soaked drinks, salads, baking and clean snack portions. Freshness-led packing, practical usage guidance and safe e",active
alsi,,,,,,,,Size,200g,ALSI-250-200G,1298,shopify,0,deny,manual,TRUE,FALSE,,,,,
alsi,,,,,,,,Size,500g,ALSI-250-500G,3245,shopify,0,deny,manual,TRUE,FALSE,,,,,
alsi,,,,,,,,Size,1kg,ALSI-250-1KG,6490,shopify,0,deny,manual,TRUE,FALSE,,,,,
ajwain,Ajwain,"<h2>Morganics Ajwain</h2><p>Morganics Ajwain is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is aroma, traditional familiarity and practical kitchen use, with Pakistan-focused usage around tea, kitchen, aroma, traditional pantry and careful daily routines.</p><h3>Best Use Cases</h3><ul><li>Tea</li><li>Kitchen use</li><li>Aroma</li><li>Traditional pantry</li><li>Careful daily routine</li></ul><h3>Why Customers Choose It</h3><ul><li>Aroma-led pantry use</li><li>Traditional familiarity</li><li>Practical kitchen routine</li></ul><h3>How to Use</h3><p>Use in tea, cooking, infusions or traditional preparations in small sensible amounts.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Herbs may not suit every body; ask a qualified professional if pregnant, nursing, medicated or managing a condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Herbs & Spices",Herbs,"Morganics, Herbs",TRUE,Size,Premium Pack,AJW-200,849,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_42-ajwain.jpg,Ajwain - اجوائن | Morganics,Buy Ajwain Online in Pakistan | Morganics,"Shop Morganics Ajwain for tea, kitchen, aroma, traditional pantry and careful daily routines. Freshness-led packing, practical usage guidance and safe ecom",active
california-almonds-maghaz-badam,California Almonds Maghaz Badam,"<h2>Morganics California Almonds Maghaz Badam</h2><p>Morganics California Almonds Maghaz Badam is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is naturally satisfying texture, family serving value and premium pantry appeal, with Pakistan-focused usage around clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting.</p><h3>Best Use Cases</h3><ul><li>Clean snacking</li><li>Tea-time serving</li><li>Breakfast bowls</li><li>Desserts</li><li>Premium gifting</li></ul><h3>Why Customers Choose It</h3><ul><li>Naturally satisfying texture</li><li>Family serving value</li><li>Premium pantry appeal</li></ul><h3>How to Use</h3><p>Snack directly, add to desserts, breakfast bowls, trail mixes, kheer, halwa or gift boxes.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Contains tree nuts and may not suit customers with nut allergies. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Nuts & Seeds",Nuts,"Morganics, Nuts, California Almonds Maghaz Badam, کیلیفورنیا مغز بادام",TRUE,Size,200g,ALM-AMR-250,1299,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_43-american-almonds.jpg,California Almonds Maghaz Badam - کیلیفورنیا مغز بادام | Morganics,Buy California Almonds Maghaz Badam Online in Pakistan | Morganics,"Shop Morganics California Almonds Maghaz Badam for clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting. Freshness-led packing,",active
california-almonds-maghaz-badam,,,,,,,,Size,500g,ALM-AMR-250-500G,3248,shopify,0,deny,manual,TRUE,FALSE,,,,,
california-almonds-maghaz-badam,,,,,,,,Size,1kg,ALM-AMR-250-1KG,6495,shopify,0,deny,manual,TRUE,FALSE,,,,,
ginseng-root-red,Ginseng Root Red,"<h2>Morganics Ginseng Root Red</h2><p>Morganics Ginseng Root Red is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is heritage use, careful selection and clear precaution guidance, with Pakistan-focused usage around traditional pantry routines, guided wellness use and specialist ingredient needs.</p><h3>Best Use Cases</h3><ul><li>Traditional pantry routine</li><li>Guided wellness use</li><li>Specialist ingredient needs</li></ul><h3>Why Customers Choose It</h3><ul><li>Heritage use</li><li>Careful selection</li><li>Clear precaution guidance</li></ul><h3>How to Use</h3><p>Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items",Botanicals,"Morganics, Botanicals",TRUE,Size,Premium Pack,GINR-50,999,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_44-ginseng-root-red.jpg,Ginseng Root Red - جنسنگ روٹ | Morganics,Buy Ginseng Root Red Online in Pakistan | Morganics,"Shop Morganics Ginseng Root Red for traditional pantry routines, guided wellness use and specialist ingredient needs. Freshness-led packing, practical usag",active
salab-misri,Salab Misri,"<h2>Morganics Salab Misri</h2><p>Morganics Salab Misri is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is heritage use, careful selection and clear precaution guidance, with Pakistan-focused usage around traditional pantry routines, guided wellness use and specialist ingredient needs.</p><h3>Best Use Cases</h3><ul><li>Traditional pantry routine</li><li>Guided wellness use</li><li>Specialist ingredient needs</li></ul><h3>Why Customers Choose It</h3><ul><li>Heritage use</li><li>Careful selection</li><li>Clear precaution guidance</li></ul><h3>How to Use</h3><p>Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items",Botanicals,"Morganics, Botanicals",TRUE,Size,Premium Pack,SALM-25,999,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_45-salab-misri.jpg,Salab Misri - ثعلب مصری | Morganics,Buy Salab Misri Online in Pakistan | Morganics,"Shop Morganics Salab Misri for traditional pantry routines, guided wellness use and specialist ingredient needs. Freshness-led packing, practical usage gui",active
dar-chini-cigar-gol,Dar Chini Cigar Gol,"<h2>Morganics Dar Chini Cigar Gol</h2><p>Morganics Dar Chini Cigar Gol is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is heritage use, careful selection and clear precaution guidance, with Pakistan-focused usage around traditional pantry routines, guided wellness use and specialist ingredient needs.</p><h3>Best Use Cases</h3><ul><li>Traditional pantry routine</li><li>Guided wellness use</li><li>Specialist ingredient needs</li></ul><h3>Why Customers Choose It</h3><ul><li>Heritage use</li><li>Careful selection</li><li>Clear precaution guidance</li></ul><h3>How to Use</h3><p>Use in tea, milk, desserts, cooking or aroma-led recipes in small amounts according to taste.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items",Botanicals,"Morganics, Botanicals, Dar Chini, Darchini, Cinnamon cigar, Cinnamon roll, Dar Chini Cigar Gol, دار چینی سگار گول",TRUE,Size,100g,CIN-CIG-100,999,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_46-dar-chini-gil-gol.jpg,Dar Chini Cigar Gol - دار چینی سگار گول | Morganics,Buy Dar Chini Cigar Gol Online in Pakistan | Morganics,"Shop Morganics Dar Chini Cigar Gol for traditional pantry routines, guided wellness use and specialist ingredient needs. Freshness-led packing, practical u",active
dar-chini-cigar-gol,,,,,,,,Size,200g,CIN-CIG-100-200G,1998,shopify,0,deny,manual,TRUE,FALSE,,,,,
dar-chini-cigar-gol,,,,,,,,Size,500g,CIN-CIG-100-500G,4995,shopify,0,deny,manual,TRUE,FALSE,,,,,
saffron,Saffron,"<h2>Morganics Saffron</h2><p>Morganics Saffron is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is heritage use, careful selection and clear precaution guidance, with Pakistan-focused usage around traditional pantry routines, guided wellness use and specialist ingredient needs.</p><h3>Best Use Cases</h3><ul><li>Traditional pantry routine</li><li>Guided wellness use</li><li>Specialist ingredient needs</li></ul><h3>Why Customers Choose It</h3><ul><li>Heritage use</li><li>Careful selection</li><li>Clear precaution guidance</li></ul><h3>How to Use</h3><p>Use in tea, milk, desserts, cooking or aroma-led recipes in small amounts according to taste.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items",Botanicals,"Morganics, Botanicals",TRUE,Size,Premium Pack,SAF-01,999,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_47-saffron.jpg,Saffron - زعفران سپر نگین | Morganics,Buy Saffron Online in Pakistan | Morganics,"Shop Morganics Saffron for traditional pantry routines, guided wellness use and specialist ingredient needs. Freshness-led packing, practical usage guidanc",active
phool-makhana,Phool Makhana,"<h2>Morganics Phool Makhana</h2><p>Morganics Phool Makhana is a premium natural pantry product selected as a practical pantry ingredient. Customers should understand what it is, how it is commonly used, how to store it, and when to ask for professional guidance. The safe content angle is easy serving, everyday convenience and pantry restocking, with Pakistan-focused usage around breakfast, office snacking, lunch bowls and family pantry use.</p><h3>Best Use Cases</h3><ul><li>Breakfast</li><li>Office snacking</li><li>Lunch bowls</li><li>Family pantry use</li></ul><h3>Why Customers Choose It</h3><ul><li>Easy serving</li><li>Everyday convenience</li><li>Pantry restocking</li></ul><h3>How to Use</h3><p>Use as a ready pantry item for breakfast bowls, snack portions or family serving.</p><h3>Storage</h3><p>Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.</p><h3>Precautions</h3><p>Check ingredients and portion sizes according to your dietary needs. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.</p>",Morganics,"Food, Beverages & Tobacco > Food Items > Snack Foods",Premium Snacks,"Morganics, Premium Snacks, Phool Makhana, پھول مکھانہ",TRUE,Size,100g,MAK-150,1099,shopify,0,deny,manual,TRUE,FALSE,PASTE_SHOPIFY_CDN_URL_FOR_48-phool-makhana.jpg,Phool Makhana - پھول مکھانہ | Morganics,Buy Phool Makhana Online in Pakistan | Morganics,"Shop Morganics Phool Makhana for breakfast, office snacking, lunch bowls and family pantry use. Freshness-led packing, practical usage guidance and safe ec",active
phool-makhana,,,,,,,,Size,200g,MAK-150-200G,2198,shopify,0,deny,manual,TRUE,FALSE,,,,,
phool-makhana,,,,,,,,Size,500g,MAK-150-500G,5495,shopify,0,deny,manual,TRUE,FALSE,,,,,
